AverageTemperature,City,year,month,day
23.9,1,1838,09,01
17.885,1,1838,10,01
11.235,1,1838,11,01
7.574,1,1838,12,01
9.72,1,1839,01,01
10.663,1,1839,02,01
13.977,1,1839,03,01
21.718,1,1839,04,01
23.777,1,1839,05,01
27.247,1,1839,06,01
28.835,1,1839,07,01
27.75,1,1839,08,01
24.2,1,1839,09,01
19.609,1,1839,10,01
10.797,1,1839,11,01
6.782,1,1839,12,01
8.813,1,1840,01,01
11.551,1,1840,02,01
15.664,1,1840,03,01
20.183,1,1840,04,01
23.266,1,1840,05,01
27.491,1,1840,06,01
28.532,1,1840,07,01
27.718,1,1840,08,01
23.906,1,1840,09,01
18.129,1,1840,10,01
11.48,1,1840,11,01
8.893,1,1840,12,01
7.177,1,1841,01,01
10.839,1,1841,02,01
14.716,1,1841,03,01
20.12,1,1841,04,01
24.07,1,1841,05,01
27.101,1,1841,06,01
29.563,1,1841,07,01
27.817,1,1841,08,01
24.008,1,1841,09,01
18.737,1,1841,10,01
12.813,1,1841,11,01
9.424,1,1841,12,01
9.7,1,1842,01,01
11.352,1,1842,02,01
18.346,1,1842,03,01
20.632,1,1842,04,01
24.215,1,1842,05,01
26.932,1,1842,06,01
27.685,1,1842,07,01
27.002,1,1842,08,01
24.379,1,1842,09,01
19.044,1,1842,10,01
11.543,1,1842,11,01
8.95,1,1842,12,01
9.788,1,1843,01,01
10.799,1,1843,02,01
14.403,1,1843,03,01
20.194,1,1843,04,01
23.814,1,1843,05,01
26.695,1,1843,06,01
28.029,1,1843,07,01
27.111,1,1843,08,01
24.983,1,1843,09,01
17.968,1,1843,10,01
13.93,1,1843,11,01
10.203,1,1843,12,01
9.605,1,1844,01,01
11.991,1,1844,02,01
15.314,1,1844,03,01
20.558,1,1844,04,01
23.663,1,1844,05,01
26.709,1,1844,06,01
28.838,1,1844,07,01
27.492,1,1844,08,01
23.614,1,1844,09,01
18.88,1,1844,10,01
12.707,1,1844,11,01
8.001,1,1844,12,01
10.281,1,1845,01,01
11.539,1,1845,02,01
15.164,1,1845,03,01
20.458,1,1845,04,01
23.759,1,1845,05,01
26.93,1,1845,06,01
28.691,1,1845,07,01
27.813,1,1845,08,01
24.725,1,1845,09,01
17.851,1,1845,10,01
12.334,1,1845,11,01
6.745,1,1845,12,01
9.913,1,1846,01,01
10.868,1,1846,02,01
16.635,1,1846,03,01
19.216,1,1846,04,01
24.444,1,1846,05,01
27.005,1,1846,06,01
29.111,1,1846,07,01
27.69,1,1846,08,01
25.236,1,1846,09,01
18.576,1,1846,10,01
13.904,1,1846,11,01
11.13,1,1846,12,01
7.033,1,1847,01,01
11.272,1,1847,02,01
13.531,1,1847,03,01
20.787,1,1847,04,01
22.974,1,1847,05,01
26.873,1,1847,06,01
28.25,1,1847,07,01
27.401,1,1847,08,01
24.489,1,1847,09,01
19.147,1,1847,10,01
12.952,1,1847,11,01
8.229,1,1847,12,01
8.796,1,1848,01,01
12.473,1,1848,02,01
15.332,1,1848,03,01
19.156,1,1848,04,01
24.146,1,1848,05,01
26.468,1,1848,06,01
28.318,1,1848,07,01
27.899,1,1848,08,01
23.713,1,1848,09,01
19.409,1,1848,10,01
11.222,1,1848,11,01
7.809,1,1848,12,01
9.246,1,1849,01,01
10.852,1,1849,02,01
16.667,1,1849,03,01
20.533,1,1849,04,01
23.063,1,1849,05,01
28.199,1,1849,06,01
28.762,1,1849,07,01
28.783,1,1849,08,01
25.64,1,1849,09,01
17.158,1,1849,10,01
13.356,1,1849,11,01
8.841,1,1849,12,01
11.016,1,1850,01,01
11.268,1,1850,02,01
15.428,1,1850,03,01
18.391,1,1850,04,01
21.972,1,1850,05,01
26.246,1,1850,06,01
28.379,1,1850,07,01
29.535,1,1850,08,01
26.432,1,1850,09,01
20.167,1,1850,10,01
13.265,1,1850,11,01
6.084,1,1850,12,01
9.373,1,1851,01,01
10.696,1,1851,02,01
15.22,1,1851,03,01
19.965,1,1851,04,01
25.06,1,1851,05,01
28.393,1,1851,06,01
28.901,1,1851,07,01
29.292,1,1851,08,01
25.898,1,1851,09,01
19.334,1,1851,10,01
12.022,1,1851,11,01
8.38,1,1851,12,01
5.772,1,1852,01,01
13.605,1,1852,02,01
15.565,1,1852,03,01
19.314,1,1852,04,01
24.966,1,1852,05,01
27.322,1,1852,06,01
28.458,1,1852,07,01
28.669,1,1852,08,01
24.411,1,1852,09,01
18.665,1,1852,10,01
11.321,1,1852,11,01
9.157,1,1852,12,01
7.208,1,1853,01,01
8.906,1,1853,02,01
13.842,1,1853,03,01
20.584,1,1853,04,01
24.278,1,1853,05,01
26.624,1,1853,06,01
28.586,1,1853,07,01
26.893,1,1853,08,01
24.723,1,1853,09,01
17.646,1,1853,10,01
13.937,1,1853,11,01
8.59,1,1853,12,01
7.571,1,1854,01,01
11.425,1,1854,02,01
17.262,1,1854,03,01
19.548,1,1854,04,01
23.442,1,1854,05,01
26.973,1,1854,06,01
28.071,1,1854,07,01
27.759,1,1854,08,01
25.016,1,1854,09,01
20.746,1,1854,10,01
12.655,1,1854,11,01
7.536,1,1854,12,01
8.499,1,1855,01,01
9.463,1,1855,02,01
13.501,1,1855,03,01
20.77,1,1855,04,01
26.162,1,1855,05,01
27.043,1,1855,06,01
27.815,1,1855,07,01
27.372,1,1855,08,01
24.409,1,1855,09,01
17.653,1,1855,10,01
13.223,1,1855,11,01
8.428,1,1855,12,01
3.842,1,1856,01,01
9.216,1,1856,02,01
14.267,1,1856,03,01
21.345,1,1856,04,01
24.75,1,1856,05,01
29.6,1,1856,06,01
29.53,1,1856,07,01
30.305,1,1856,08,01
24.127,1,1856,09,01
18.594,1,1856,10,01
11.089,1,1856,11,01
6.83,1,1856,12,01
6.68,1,1857,01,01
13.841,1,1857,02,01
15.683,1,1857,03,01
16.658,1,1857,04,01
23.627,1,1857,05,01
28.325,1,1857,06,01
29.539,1,1857,07,01
29.068,1,1857,08,01
24.078,1,1857,09,01
17.958,1,1857,10,01
13.178,1,1857,11,01
9.543,1,1857,12,01
9.904,1,1858,01,01
10.457,1,1858,02,01
16.702,1,1858,03,01
20.87,1,1858,04,01
24.832,1,1858,05,01
26.597,1,1858,06,01
29.494,1,1858,07,01
28.432,1,1858,08,01
24.528,1,1858,09,01
21.439,1,1858,10,01
11.243,1,1858,11,01
9.302,1,1858,12,01
8.616,1,1859,01,01
13.847,1,1859,02,01
16.509,1,1859,03,01
20.033,1,1859,04,01
26.235,1,1859,05,01
29.153,1,1859,06,01
28.76,1,1859,07,01
29.417,1,1859,08,01
24.089,1,1859,09,01
18.141,1,1859,10,01
14.995,1,1859,11,01
4.927,1,1859,12,01
8.182,1,1860,01,01
9.901,1,1860,02,01
15.767,1,1860,03,01
20.613,1,1860,04,01
25.752,1,1860,05,01
29.203,1,1860,06,01
30.337,1,1860,07,01
27.786,1,1860,08,01
24.633,1,1860,09,01
19.443,1,1860,10,01
11.574,1,1860,11,01
8.104,1,1860,12,01
6.959,1,1861,01,01
10.546,1,1861,02,01
15.622,1,1861,03,01
20.585,1,1861,04,01
24.491,1,1861,05,01
29.492,1,1861,06,01
29.796,1,1861,07,01
28.436,1,1861,08,01
25.834,1,1861,09,01
19.331,1,1861,10,01
15.455,1,1861,11,01
11.825,1,1861,12,01
10.673,1,1862,01,01
10.484,1,1862,02,01
15.056,1,1862,03,01
19.891,1,1862,04,01
24.678,1,1862,05,01
28.023,1,1862,06,01
29.916,1,1862,07,01
29.322,1,1862,08,01
25.625,1,1862,09,01
19.423,1,1862,10,01
13.65,1,1862,11,01
9.74,1,1862,12,01
8.764,1,1863,01,01
11.326,1,1863,02,01
17.523,1,1863,03,01
21.428,1,1863,04,01
23.751,1,1863,05,01
27.54,1,1863,06,01
28.821,1,1863,07,01
28.652,1,1863,08,01
26.469,1,1863,09,01
18.572,1,1863,10,01
12.577,1,1863,11,01
7.687,1,1863,12,01
7.057,1,1864,01,01
11.487,1,1864,02,01
14.0,1,1864,03,01
19.324,1,1864,04,01
24.382,1,1864,05,01
27.951,1,1864,06,01
28.976,1,1864,07,01
28.939,1,1864,08,01
26.772,1,1864,09,01
17.86,1,1864,10,01
12.515,1,1864,11,01
9.625,1,1864,12,01
8.005,1,1865,01,01
11.505,1,1865,02,01
15.165,1,1865,03,01
19.528,1,1865,04,01
24.935,1,1865,05,01
28.356,1,1865,06,01
28.653,1,1865,07,01
28.89,1,1865,08,01
26.241,1,1865,09,01
18.832,1,1865,10,01
13.688,1,1865,11,01
8.05,1,1865,12,01
9.34,1,1866,01,01
10.819,1,1866,02,01
16.382,1,1866,03,01
20.925,1,1866,04,01
23.857,1,1866,05,01
26.991,1,1866,06,01
28.945,1,1866,07,01
28.93,1,1866,08,01
25.121,1,1866,09,01
19.729,1,1866,10,01
13.339,1,1866,11,01
8.727,1,1866,12,01
9.033,1,1867,01,01
12.373,1,1867,02,01
14.529,1,1867,03,01
20.867,1,1867,04,01
24.312,1,1867,05,01
28.592,1,1867,06,01
29.209,1,1867,07,01
29.164,1,1867,08,01
27.149,1,1867,09,01
20.829,1,1867,10,01
14.784,1,1867,11,01
13.406,1,1867,12,01
8.717,1,1868,01,01
11.851,1,1868,02,01
17.281,1,1868,03,01
20.243,1,1868,04,01
24.229,1,1868,05,01
28.803,1,1868,06,01
28.578,1,1868,07,01
27.922,1,1868,08,01
25.335,1,1868,09,01
19.704,1,1868,10,01
11.79,1,1868,11,01
7.732,1,1868,12,01
7.944,1,1869,01,01
10.693,1,1869,02,01
15.624,1,1869,03,01
19.318,1,1869,04,01
23.414,1,1869,05,01
26.709,1,1869,06,01
28.929,1,1869,07,01
28.906,1,1869,08,01
25.332,1,1869,09,01
17.612,1,1869,10,01
14.739,1,1869,11,01
7.086,1,1869,12,01
9.609,1,1870,01,01
12.801,1,1870,02,01
15.948,1,1870,03,01
20.566,1,1870,04,01
25.707,1,1870,05,01
27.769,1,1870,06,01
28.941,1,1870,07,01
27.923,1,1870,08,01
26.077,1,1870,09,01
19.946,1,1870,10,01
14.333,1,1870,11,01
7.025,1,1870,12,01
8.913,1,1871,01,01
12.159,1,1871,02,01
15.818,1,1871,03,01
20.27,1,1871,04,01
23.992,1,1871,05,01
28.272,1,1871,06,01
29.698,1,1871,07,01
30.208,1,1871,08,01
25.809,1,1871,09,01
19.197,1,1871,10,01
13.132,1,1871,11,01
9.795,1,1871,12,01
6.032,1,1872,01,01
11.962,1,1872,02,01
15.862,1,1872,03,01
20.98,1,1872,04,01
26.073,1,1872,05,01
28.361,1,1872,06,01
28.754,1,1872,07,01
28.37,1,1872,08,01
25.873,1,1872,09,01
18.919,1,1872,10,01
10.351,1,1872,11,01
7.757,1,1872,12,01
6.76,1,1873,01,01
11.93,1,1873,02,01
16.733,1,1873,03,01
18.576,1,1873,04,01
24.653,1,1873,05,01
26.597,1,1873,06,01
28.389,1,1873,07,01
27.971,1,1873,08,01
25.184,1,1873,09,01
19.348,1,1873,10,01
12.832,1,1873,11,01
10.019,1,1873,12,01
9.279,1,1874,01,01
12.007,1,1874,02,01
16.711,1,1874,03,01
17.601,1,1874,04,01
24.338,1,1874,05,01
27.792,1,1874,06,01
28.954,1,1874,07,01
30.484,1,1874,08,01
24.379,1,1874,09,01
20.162,1,1874,10,01
14.925,1,1874,11,01
9.842,1,1874,12,01
5.619,1,1875,01,01
11.117,1,1875,02,01
15.118,1,1875,03,01
19.04,1,1875,04,01
24.744,1,1875,05,01
28.454,1,1875,06,01
28.771,1,1875,07,01
27.987,1,1875,08,01
24.044,1,1875,09,01
19.359,1,1875,10,01
14.189,1,1875,11,01
11.087,1,1875,12,01
10.787,1,1876,01,01
12.312,1,1876,02,01
14.517,1,1876,03,01
20.579,1,1876,04,01
23.998,1,1876,05,01
26.857,1,1876,06,01
28.624,1,1876,07,01
28.845,1,1876,08,01
24.918,1,1876,09,01
19.386,1,1876,10,01
11.973,1,1876,11,01
6.074,1,1876,12,01
7.48,1,1877,01,01
10.217,1,1877,02,01
16.093,1,1877,03,01
18.934,1,1877,04,01
23.815,1,1877,05,01
27.555,1,1877,06,01
28.501,1,1877,07,01
29.295,1,1877,08,01
25.557,1,1877,09,01
19.822,1,1877,10,01
11.326,1,1877,11,01
10.038,1,1877,12,01
7.747,1,1878,01,01
10.955,1,1878,02,01
15.992,1,1878,03,01
20.417,1,1878,04,01
23.934,1,1878,05,01
27.778,1,1878,06,01
28.186,1,1878,07,01
28.094,1,1878,08,01
24.089,1,1878,09,01
19.854,1,1878,10,01
13.949,1,1878,11,01
6.683,1,1878,12,01
9.026,1,1879,01,01
11.184,1,1879,02,01
18.839,1,1879,03,01
20.341,1,1879,04,01
26.573,1,1879,05,01
27.386,1,1879,06,01
30.465,1,1879,07,01
26.745,1,1879,08,01
24.267,1,1879,09,01
19.518,1,1879,10,01
14.845,1,1879,11,01
11.215,1,1879,12,01
12.585,1,1880,01,01
10.655,1,1880,02,01
15.014,1,1880,03,01
20.849,1,1880,04,01
25.192,1,1880,05,01
28.155,1,1880,06,01
27.489,1,1880,07,01
25.707,1,1880,08,01
23.834,1,1880,09,01
17.289,1,1880,10,01
8.943,1,1880,11,01
8.27,1,1880,12,01
4.473,1,1881,01,01
10.121,1,1881,02,01
15.366,1,1881,03,01
20.395,1,1881,04,01
23.593,1,1881,05,01
28.906,1,1881,06,01
29.422,1,1881,07,01
28.722,1,1881,08,01
25.559,1,1881,09,01
20.634,1,1881,10,01
11.904,1,1881,11,01
9.98,1,1881,12,01
9.46,1,1882,01,01
12.982,1,1882,02,01
16.235,1,1882,03,01
20.212,1,1882,04,01
22.797,1,1882,05,01
27.357,1,1882,06,01
28.204,1,1882,07,01
25.753,1,1882,08,01
23.246,1,1882,09,01
19.813,1,1882,10,01
13.274,1,1882,11,01
8.133,1,1882,12,01
6.511,1,1883,01,01
9.509,1,1883,02,01
15.018,1,1883,03,01
19.667,1,1883,04,01
24.358,1,1883,05,01
27.946,1,1883,06,01
28.343,1,1883,07,01
28.209,1,1883,08,01
24.468,1,1883,09,01
20.043,1,1883,10,01
13.562,1,1883,11,01
10.361,1,1883,12,01
5.84,1,1884,01,01
11.98,1,1884,02,01
16.138,1,1884,03,01
18.464,1,1884,04,01
22.784,1,1884,05,01
27.09,1,1884,06,01
30.199,1,1884,07,01
28.216,1,1884,08,01
26.308,1,1884,09,01
19.88,1,1884,10,01
13.011,1,1884,11,01
8.758,1,1884,12,01
7.32,1,1885,01,01
10.51,1,1885,02,01
14.808,1,1885,03,01
20.638,1,1885,04,01
22.816,1,1885,05,01
27.602,1,1885,06,01
28.224,1,1885,07,01
28.221,1,1885,08,01
24.775,1,1885,09,01
18.22,1,1885,10,01
14.179,1,1885,11,01
9.936,1,1885,12,01
5.589,1,1886,01,01
11.131,1,1886,02,01
14.683,1,1886,03,01
19.573,1,1886,04,01
26.073,1,1886,05,01
27.48,1,1886,06,01
29.51,1,1886,07,01
28.96,1,1886,08,01
24.819,1,1886,09,01
19.396,1,1886,10,01
12.152,1,1886,11,01
8.888,1,1886,12,01
8.579,1,1887,01,01
12.12,1,1887,02,01
16.999,1,1887,03,01
20.104,1,1887,04,01
24.078,1,1887,05,01
27.217,1,1887,06,01
28.654,1,1887,07,01
28.4,1,1887,08,01
25.082,1,1887,09,01
18.169,1,1887,10,01
13.245,1,1887,11,01
6.406,1,1887,12,01
6.533,1,1888,01,01
11.658,1,1888,02,01
13.536,1,1888,03,01
21.057,1,1888,04,01
23.32,1,1888,05,01
27.157,1,1888,06,01
28.476,1,1888,07,01
27.83,1,1888,08,01
24.032,1,1888,09,01
19.891,1,1888,10,01
11.622,1,1888,11,01
10.062,1,1888,12,01
8.086,1,1889,01,01
10.415,1,1889,02,01
14.057,1,1889,03,01
20.198,1,1889,04,01
23.616,1,1889,05,01
26.622,1,1889,06,01
27.745,1,1889,07,01
27.739,1,1889,08,01
22.762,1,1889,09,01
19.036,1,1889,10,01
11.019,1,1889,11,01
14.621,1,1889,12,01
11.504,1,1890,01,01
13.686,1,1890,02,01
16.352,1,1890,03,01
19.71,1,1890,04,01
23.983,1,1890,05,01
25.783,1,1890,06,01
28.403,1,1890,07,01
27.882,1,1890,08,01
24.112,1,1890,09,01
19.478,1,1890,10,01
13.69,1,1890,11,01
10.974,1,1890,12,01
7.692,1,1891,01,01
11.876,1,1891,02,01
13.177,1,1891,03,01
18.541,1,1891,04,01
22.439,1,1891,05,01
26.878,1,1891,06,01
29.164,1,1891,07,01
27.588,1,1891,08,01
25.243,1,1891,09,01
18.563,1,1891,10,01
13.575,1,1891,11,01
8.627,1,1891,12,01
6.141,1,1892,01,01
13.191,1,1892,02,01
13.296,1,1892,03,01
21.228,1,1892,04,01
24.964,1,1892,05,01
27.598,1,1892,06,01
28.838,1,1892,07,01
26.517,1,1892,08,01
24.53,1,1892,09,01
19.971,1,1892,10,01
13.211,1,1892,11,01
8.285,1,1892,12,01
8.229,1,1893,01,01
10.313,1,1893,02,01
14.763,1,1893,03,01
22.236,1,1893,04,01
23.923,1,1893,05,01
27.49,1,1893,06,01
28.992,1,1893,07,01
27.864,1,1893,08,01
26.249,1,1893,09,01
18.929,1,1893,10,01
11.949,1,1893,11,01
11.038,1,1893,12,01
8.593,1,1894,01,01
8.185,1,1894,02,01
15.731,1,1894,03,01
21.726,1,1894,04,01
24.508,1,1894,05,01
26.837,1,1894,06,01
28.384,1,1894,07,01
26.658,1,1894,08,01
24.864,1,1894,09,01
21.026,1,1894,10,01
14.524,1,1894,11,01
10.771,1,1894,12,01
9.388,1,1895,01,01
5.868,1,1895,02,01
15.725,1,1895,03,01
20.048,1,1895,04,01
22.808,1,1895,05,01
26.362,1,1895,06,01
28.475,1,1895,07,01
28.438,1,1895,08,01
26.055,1,1895,09,01
17.834,1,1895,10,01
11.63,1,1895,11,01
8.849,1,1895,12,01
9.852,1,1896,01,01
10.996,1,1896,02,01
15.259,1,1896,03,01
21.009,1,1896,04,01
26.086,1,1896,05,01
28.99,1,1896,06,01
28.317,1,1896,07,01
28.746,1,1896,08,01
25.041,1,1896,09,01
18.729,1,1896,10,01
14.772,1,1896,11,01
9.992,1,1896,12,01
6.851,1,1897,01,01
13.164,1,1897,02,01
17.85,1,1897,03,01
20.044,1,1897,04,01
23.231,1,1897,05,01
26.855,1,1897,06,01
29.131,1,1897,07,01
26.891,1,1897,08,01
24.2,1,1897,09,01
20.487,1,1897,10,01
14.664,1,1897,11,01
7.545,1,1897,12,01
9.473,1,1898,01,01
12.77,1,1898,02,01
15.991,1,1898,03,01
20.037,1,1898,04,01
24.502,1,1898,05,01
26.074,1,1898,06,01
27.689,1,1898,07,01
27.889,1,1898,08,01
25.258,1,1898,09,01
19.219,1,1898,10,01
12.286,1,1898,11,01
5.956,1,1898,12,01
7.83,1,1899,01,01
6.356,1,1899,02,01
16.854,1,1899,03,01
19.606,1,1899,04,01
25.383,1,1899,05,01
25.96,1,1899,06,01
28.178,1,1899,07,01
29.488,1,1899,08,01
25.312,1,1899,09,01
20.443,1,1899,10,01
13.918,1,1899,11,01
8.188,1,1899,12,01
9.439,1,1900,01,01
9.864,1,1900,02,01
14.962,1,1900,03,01
18.334,1,1900,04,01
23.286,1,1900,05,01
27.88,1,1900,06,01
27.637,1,1900,07,01
27.602,1,1900,08,01
26.75,1,1900,09,01
20.497,1,1900,10,01
13.783,1,1900,11,01
8.498,1,1900,12,01
10.077,1,1901,01,01
9.538,1,1901,02,01
14.422,1,1901,03,01
18.268,1,1901,04,01
23.353,1,1901,05,01
27.852,1,1901,06,01
29.158,1,1901,07,01
29.552,1,1901,08,01
25.765,1,1901,09,01
21.056,1,1901,10,01
14.914,1,1901,11,01
8.101,1,1901,12,01
8.426,1,1902,01,01
9.776,1,1902,02,01
16.324,1,1902,03,01
21.778,1,1902,04,01
25.164,1,1902,05,01
28.707,1,1902,06,01
28.114,1,1902,07,01
29.129,1,1902,08,01
24.762,1,1902,09,01
20.277,1,1902,10,01
15.66,1,1902,11,01
9.099,1,1902,12,01
8.129,1,1903,01,01
8.163,1,1903,02,01
13.247,1,1903,03,01
18.858,1,1903,04,01
22.452,1,1903,05,01
23.971,1,1903,06,01
28.009,1,1903,07,01
28.068,1,1903,08,01
23.888,1,1903,09,01
18.082,1,1903,10,01
13.195,1,1903,11,01
9.639,1,1903,12,01
8.511,1,1904,01,01
13.726,1,1904,02,01
19.296,1,1904,03,01
20.62,1,1904,04,01
23.365,1,1904,05,01
26.308,1,1904,06,01
27.501,1,1904,07,01
27.671,1,1904,08,01
24.592,1,1904,09,01
19.219,1,1904,10,01
13.061,1,1904,11,01
9.075,1,1904,12,01
8.082,1,1905,01,01
6.278,1,1905,02,01
16.133,1,1905,03,01
18.044,1,1905,04,01
24.082,1,1905,05,01
26.477,1,1905,06,01
28.021,1,1905,07,01
29.139,1,1905,08,01
26.131,1,1905,09,01
19.1,1,1905,10,01
14.775,1,1905,11,01
6.409,1,1905,12,01
8.98,1,1906,01,01
10.178,1,1906,02,01
14.412,1,1906,03,01
19.853,1,1906,04,01
24.087,1,1906,05,01
28.358,1,1906,06,01
26.551,1,1906,07,01
26.575,1,1906,08,01
24.563,1,1906,09,01
16.951,1,1906,10,01
13.569,1,1906,11,01
12.147,1,1906,12,01
13.171,1,1907,01,01
13.062,1,1907,02,01
20.056,1,1907,03,01
19.849,1,1907,04,01
22.254,1,1907,05,01
27.693,1,1907,06,01
27.919,1,1907,07,01
29.103,1,1907,08,01
26.154,1,1907,09,01
20.096,1,1907,10,01
11.302,1,1907,11,01
10.063,1,1907,12,01
9.829,1,1908,01,01
11.211,1,1908,02,01
18.628,1,1908,03,01
19.88,1,1908,04,01
23.791,1,1908,05,01
28.725,1,1908,06,01
27.052,1,1908,07,01
27.1,1,1908,08,01
24.808,1,1908,09,01
18.686,1,1908,10,01
13.286,1,1908,11,01
10.877,1,1908,12,01
12.036,1,1909,01,01
12.696,1,1909,02,01
16.845,1,1909,03,01
20.145,1,1909,04,01
24.586,1,1909,05,01
28.263,1,1909,06,01
29.22,1,1909,07,01
28.744,1,1909,08,01
24.581,1,1909,09,01
19.708,1,1909,10,01
16.757,1,1909,11,01
6.775,1,1909,12,01
10.144,1,1910,01,01
9.796,1,1910,02,01
17.559,1,1910,03,01
19.469,1,1910,04,01
24.152,1,1910,05,01
28.233,1,1910,06,01
30.241,1,1910,07,01
30.636,1,1910,08,01
27.178,1,1910,09,01
19.281,1,1910,10,01
14.87,1,1910,11,01
9.783,1,1910,12,01
12.985,1,1911,01,01
11.961,1,1911,02,01
17.825,1,1911,03,01
19.696,1,1911,04,01
23.071,1,1911,05,01
28.83,1,1911,06,01
28.65,1,1911,07,01
29.522,1,1911,08,01
27.885,1,1911,09,01
19.294,1,1911,10,01
11.307,1,1911,11,01
7.592,1,1911,12,01
8.205,1,1912,01,01
9.188,1,1912,02,01
13.24,1,1912,03,01
19.126,1,1912,04,01
25.008,1,1912,05,01
25.936,1,1912,06,01
28.912,1,1912,07,01
29.684,1,1912,08,01
25.638,1,1912,09,01
19.862,1,1912,10,01
12.543,1,1912,11,01
7.383,1,1912,12,01
8.596,1,1913,01,01
9.62,1,1913,02,01
13.919,1,1913,03,01
18.882,1,1913,04,01
24.308,1,1913,05,01
25.442,1,1913,06,01
28.365,1,1913,07,01
28.355,1,1913,08,01
23.457,1,1913,09,01
18.371,1,1913,10,01
15.757,1,1913,11,01
8.573,1,1913,12,01
11.442,1,1914,01,01
10.475,1,1914,02,01
13.759,1,1914,03,01
19.42,1,1914,04,01
23.576,1,1914,05,01
26.606,1,1914,06,01
28.925,1,1914,07,01
27.947,1,1914,08,01
25.45,1,1914,09,01
19.601,1,1914,10,01
13.624,1,1914,11,01
6.311,1,1914,12,01
7.309,1,1915,01,01
11.961,1,1915,02,01
10.128,1,1915,03,01
19.164,1,1915,04,01
23.887,1,1915,05,01
28.648,1,1915,06,01
29.219,1,1915,07,01
27.462,1,1915,08,01
25.548,1,1915,09,01
19.777,1,1915,10,01
14.834,1,1915,11,01
10.991,1,1915,12,01
12.15,1,1916,01,01
13.265,1,1916,02,01
19.013,1,1916,03,01
19.446,1,1916,04,01
25.131,1,1916,05,01
29.7,1,1916,06,01
27.921,1,1916,07,01
27.283,1,1916,08,01
24.52,1,1916,09,01
20.034,1,1916,10,01
12.927,1,1916,11,01
9.648,1,1916,12,01
10.032,1,1917,01,01
12.357,1,1917,02,01
15.507,1,1917,03,01
20.223,1,1917,04,01
22.696,1,1917,05,01
28.471,1,1917,06,01
29.904,1,1917,07,01
29.746,1,1917,08,01
25.124,1,1917,09,01
18.658,1,1917,10,01
15.168,1,1917,11,01
9.072,1,1917,12,01
6.691,1,1918,01,01
12.456,1,1918,02,01
18.117,1,1918,03,01
20.35,1,1918,04,01
24.234,1,1918,05,01
28.011,1,1918,06,01
29.637,1,1918,07,01
28.829,1,1918,08,01
23.732,1,1918,09,01
19.907,1,1918,10,01
12.261,1,1918,11,01
8.63,1,1918,12,01
6.864,1,1919,01,01
10.115,1,1919,02,01
14.666,1,1919,03,01
19.406,1,1919,04,01
23.203,1,1919,05,01
25.145,1,1919,06,01
26.838,1,1919,07,01
27.938,1,1919,08,01
24.211,1,1919,09,01
21.004,1,1919,10,01
14.001,1,1919,11,01
8.86,1,1919,12,01
7.581,1,1920,01,01
12.558,1,1920,02,01
14.736,1,1920,03,01
19.253,1,1920,04,01
24.577,1,1920,05,01
26.078,1,1920,06,01
28.613,1,1920,07,01
26.77,1,1920,08,01
26.069,1,1920,09,01
19.746,1,1920,10,01
12.7,1,1920,11,01
9.282,1,1920,12,01
11.371,1,1921,01,01
11.902,1,1921,02,01
18.135,1,1921,03,01
18.79,1,1921,04,01
23.505,1,1921,05,01
26.809,1,1921,06,01
28.695,1,1921,07,01
29.15,1,1921,08,01
27.524,1,1921,09,01
20.482,1,1921,10,01
15.896,1,1921,11,01
12.655,1,1921,12,01
7.938,1,1922,01,01
12.875,1,1922,02,01
15.117,1,1922,03,01
20.676,1,1922,04,01
24.684,1,1922,05,01
25.84,1,1922,06,01
28.347,1,1922,07,01
29.166,1,1922,08,01
25.35,1,1922,09,01
19.182,1,1922,10,01
14.121,1,1922,11,01
12.172,1,1922,12,01
12.823,1,1923,01,01
9.552,1,1923,02,01
12.972,1,1923,03,01
19.663,1,1923,04,01
24.821,1,1923,05,01
27.817,1,1923,06,01
28.509,1,1923,07,01
28.67,1,1923,08,01
25.633,1,1923,09,01
18.258,1,1923,10,01
12.537,1,1923,11,01
9.649,1,1923,12,01
6.47,1,1924,01,01
10.021,1,1924,02,01
13.539,1,1924,03,01
19.11,1,1924,04,01
22.132,1,1924,05,01
28.343,1,1924,06,01
28.698,1,1924,07,01
30.123,1,1924,08,01
24.379,1,1924,09,01
19.819,1,1924,10,01
15.975,1,1924,11,01
8.868,1,1924,12,01
8.017,1,1925,01,01
13.785,1,1925,02,01
18.093,1,1925,03,01
22.931,1,1925,04,01
24.427,1,1925,05,01
28.297,1,1925,06,01
29.615,1,1925,07,01
27.544,1,1925,08,01
25.637,1,1925,09,01
18.849,1,1925,10,01
12.998,1,1925,11,01
6.861,1,1925,12,01
6.655,1,1926,01,01
13.446,1,1926,02,01
14.143,1,1926,03,01
17.943,1,1926,04,01
23.128,1,1926,05,01
27.389,1,1926,06,01
27.899,1,1926,07,01
28.49,1,1926,08,01
27.257,1,1926,09,01
22.139,1,1926,10,01
13.061,1,1926,11,01
9.707,1,1926,12,01
10.267,1,1927,01,01
13.798,1,1927,02,01
15.534,1,1927,03,01
21.642,1,1927,04,01
26.633,1,1927,05,01
26.71,1,1927,06,01
28.006,1,1927,07,01
29.09,1,1927,08,01
26.072,1,1927,09,01
20.39,1,1927,10,01
17.419,1,1927,11,01
6.556,1,1927,12,01
8.309,1,1928,01,01
10.657,1,1928,02,01
16.92,1,1928,03,01
